CID_A,drug_A,CID_B,drug_B,enzyme_gene,direction,severity,DB_A,DB_B,drugbank_hard_proven
1983,Acetaminophen,5394,Temozolomide,CYP3A4,inhibition,Unknown,DB00316,DB00853,No
1983,Acetaminophen,5394,Temozolomide,CYP3A4,induction,Unknown,DB00316,DB00853,No
1983,Acetaminophen,123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00316,DB00317,No
1983,Acetaminophen,123631,Gefitinib,CYP3A4,induction,Unknown,DB00316,DB00317,No
1983,Acetaminophen,123631,Gefitinib,CYP2C9,inhibition,Unknown,DB00316,DB00317,No
3961,Losartan,216239,Sorafenib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00678,DB00398,No
3961,Losartan,216239,Sorafenib,CYP1A2,inhibition,Unknown,DB00678,DB00398,No
2162,Amlodipine,176870,Erlotinib,CYP2C8,inhibition,Unknown,DB00381,DB00530,No
2162,Amlodipine,176870,Erlotinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00381,DB00530,No
2585,Carvedilol,216239,Sorafenib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01136,DB00398,No
2585,Carvedilol,216239,Sorafenib,CYP1A2,inhibition,Unknown,DB01136,DB00398,No
2907,Cyclophosphamide,41781,Torasemide,CYP2C9,induction,Unknown,DB00531,DB00214,No
2907,Cyclophosphamide,41781,Torasemide,CYP2C19,inhibition,Unknown,DB00531,DB00214,No
3902,Letrozole,54454,Simvastatin,CYP3A4,induction,Unknown,DB01006,DB00641,No
3902,Letrozole,54454,Simvastatin,CYP3A4,inhibition,Unknown,DB01006,DB00641,No
2662,Celecoxib,3823,"1-(4-(4-((2-(2,4-Dichlorophenyl)-2-(1H-imidazol-1-ylmethyl)-1,3-dioxolan-4-yl)methoxy)phenyl)piperazin-1-yl)ethanone",CYP3A4,inhibition,Unknown,DB00482,DB01026,No
2162,Amlodipine,3690,Ifosfamide,CYP3A4,inhibition,Unknown,DB00381,DB01181,No
2162,Amlodipine,3690,Ifosfamide,CYP3A4,induction,Unknown,DB00381,DB01181,No
5656,Venlafaxine,60953,Capecitabine,CYP2C9,inhibition,Unknown,DB00285,DB01101,No
2520,Verapamil,5291,Imatinib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00661,DB00619,No
2520,Verapamil,5291,Imatinib,ABCB1 (P-gp),transporter_induction,Moderate,DB00661,DB00619,No
2520,Verapamil,5291,Imatinib,CYP3A4,inhibition,Moderate,DB00661,DB00619,No
2187,Anastrozole,2907,Cyclophosphamide,CYP3A4,induction,Unknown,DB01217,DB00531,Yes
2187,Anastrozole,2907,Cyclophosphamide,CYP3A4,inhibition,Unknown,DB01217,DB00531,Yes
2162,Amlodipine,216239,Sorafenib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00381,DB00398,No
2162,Amlodipine,216239,Sorafenib,CYP1A2,inhibition,Unknown,DB00381,DB00398,No
2907,Cyclophosphamide,3345,Fentanyl,CYP3A4,inhibition,Unknown,DB00531,DB00813,No
2907,Cyclophosphamide,3345,Fentanyl,CYP3A4,induction,Unknown,DB00531,DB00813,No
2907,Cyclophosphamide,3345,Fentanyl,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00531,DB00813,No
2907,Cyclophosphamide,3385,5-Fluorouracil,CYP2C9,inhibition,Moderate,DB00531,DB00544,Yes
2907,Cyclophosphamide,3385,5-Fluorouracil,CYP2C9,induction,Moderate,DB00531,DB00544,Yes
1983,Acetaminophen,5426,Thalidomide,PTGS2,inhibition,Unknown,DB00316,DB01041,No
3339,Fenofibrate,216239,Sorafenib,CYP3A4,inhibition,Unknown,DB01039,DB00398,No
3672,"Ibuprofen, (+-)-",3899,Leflunomide,CYP2C9,inhibition,Major,DB01050,DB01097,No
4594,Prilosec,216239,Sorafenib,CYP3A4,inhibition,Unknown,DB00338,DB00398,No
4485,Nifedipine,216239,Sorafenib,ABCB1 (P-gp),transporter_induction,Unknown,DB01115,DB00398,No
4485,Nifedipine,216239,Sorafenib,CYP3A4,induction,Unknown,DB01115,DB00398,No
4485,Nifedipine,216239,Sorafenib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01115,DB00398,No
4485,Nifedipine,216239,Sorafenib,CYP1A2,inhibition,Unknown,DB01115,DB00398,No
3339,Fenofibrate,3899,Leflunomide,CYP2C9,inhibition,Major,DB01039,DB01097,No
2662,Celecoxib,5426,Thalidomide,PTGS2,inhibition,Unknown,DB00482,DB01041,No
2187,Anastrozole,2662,Celecoxib,CYP3A4,inhibition,Unknown,DB01217,DB00482,No
5291,Imatinib,60953,Capecitabine,CYP2C9,inhibition,Moderate,DB00619,DB01101,No
2907,Cyclophosphamide,104741,Fulvestrant,CYP3A4,induction,Unknown,DB00531,DB00947,No
2907,Cyclophosphamide,104741,Fulvestrant,CYP3A4,inhibition,Unknown,DB00531,DB00947,No
2662,Celecoxib,4595,Ondansetron,CYP2D6,inhibition,Moderate,DB00482,DB00904,No
2907,Cyclophosphamide,5090,Rofecoxib,CYP3A4,induction,Unknown,DB00531,DB00533,No
2907,Cyclophosphamide,5090,Rofecoxib,CYP3A4,inhibition,Unknown,DB00531,DB00533,No
3899,Leflunomide,4927,Promethazine,CYP2C9,inhibition,Unknown,DB01097,DB01069,No
2895,Cyclobenzaprine,5291,Imatinib,CYP3A4,inhibition,Moderate,DB00924,DB00619,No
2187,Anastrozole,4829,Pioglitazone,CYP2C9,inhibition,Unknown,DB01217,DB01132,No
2187,Anastrozole,4829,Pioglitazone,CYP3A4,induction,Unknown,DB01217,DB01132,No
2554,Carbamazepine,5426,Thalidomide,CYP3A5,induction,Moderate,DB00564,DB01041,No
2554,Carbamazepine,5426,Thalidomide,CYP2C19,inhibition,Moderate,DB00564,DB01041,No
3333,Felodipine,3657,Hydroxyurea,CYP2D6,inhibition,Unknown,DB01023,DB01005,No
3121,Valproic Acid,123631,Gefitinib,CYP2C9,inhibition,Unknown,DB00313,DB00317,No
2907,Cyclophosphamide,4595,Ondansetron,CYP2D6,inhibition,Minor,DB00531,DB00904,No
2907,Cyclophosphamide,4595,Ondansetron,CYP3A4,induction,Minor,DB00531,DB00904,No
2812,Clotrimazole,5394,Temozolomide,CYP3A4,inhibition,Unknown,DB00257,DB00853,No
2812,Clotrimazole,5394,Temozolomide,CYP3A4,induction,Unknown,DB00257,DB00853,No
3308,Etodolac,3385,5-Fluorouracil,CYP2C9,inhibition,Unknown,DB00749,DB00544,No
3899,Leflunomide,41781,Torasemide,CYP2C9,inhibition,Moderate,DB01097,DB00214,No
2662,Celecoxib,148192,Atazanavir,CYP3A4,inhibition,Unknown,DB00482,DB01072,No
3385,5-Fluorouracil,3883,Lansoprazole,ABCG2 (BCRP),transporter_inhibition,Unknown,DB00544,DB00448,No
3385,5-Fluorouracil,3883,Lansoprazole,CYP2C9,inhibition,Unknown,DB00544,DB00448,No
3385,5-Fluorouracil,3883,Lansoprazole,CYP1A2,induction,Unknown,DB00544,DB00448,No
1983,Acetaminophen,2375,Bicalutamide,CYP3A4,induction,Unknown,DB00316,DB01128,No
1983,Acetaminophen,2375,Bicalutamide,CYP3A4,inhibition,Unknown,DB00316,DB01128,No
54454,Simvastatin,123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00641,DB00317,No
54454,Simvastatin,123631,Gefitinib,CYP3A4,induction,Unknown,DB00641,DB00317,No
54454,Simvastatin,123631,Gefitinib,CYP2C9,inhibition,Unknown,DB00641,DB00317,No
65999,Telmisartan,216239,Sorafenib,CYP2C19,inhibition,Unknown,DB00966,DB00398,No
65999,Telmisartan,216239,Sorafenib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00966,DB00398,No
2662,Celecoxib,4485,Nifedipine,CYP3A4,induction,Unknown,DB00482,DB01115,Yes
2662,Celecoxib,4485,Nifedipine,CYP3A4,inhibition,Unknown,DB00482,DB01115,Yes
2662,Celecoxib,54454,Simvastatin,CYP3A4,induction,Unknown,DB00482,DB00641,No
2662,Celecoxib,54454,Simvastatin,CYP3A4,inhibition,Unknown,DB00482,DB00641,No
2662,Celecoxib,3767,Isoniazid,CYP3A4,inhibition,Moderate,DB00482,DB00951,No
2478,Busulfan,2764,Ciprofloxacin,CYP3A4,inhibition,Minor,DB01008,DB00537,No
2187,Anastrozole,5002,Quetiapine,CYP3A4,inhibition,Unknown,DB01217,DB01224,No
3385,5-Fluorouracil,4679,Pantoprazole,CYP1A2,induction,Unknown,DB00544,DB00213,No
3385,5-Fluorouracil,4679,Pantoprazole,CYP2C9,inhibition,Unknown,DB00544,DB00213,No
3385,5-Fluorouracil,4679,Pantoprazole,ABCG2 (BCRP),transporter_inhibition,Unknown,DB00544,DB00213,No
2554,Carbamazepine,2907,Cyclophosphamide,ABCB1 (P-gp),transporter_induction,Moderate,DB00564,DB00531,No
2554,Carbamazepine,2907,Cyclophosphamide,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00564,DB00531,No
2554,Carbamazepine,2907,Cyclophosphamide,CYP3A4,induction,Moderate,DB00564,DB00531,No
2554,Carbamazepine,2907,Cyclophosphamide,CYP3A4,inhibition,Moderate,DB00564,DB00531,No
2662,Celecoxib,4075,5-Aminosalicylic Acid,PTGS2,inhibition,Moderate,DB00482,DB00244,No
5391,Temazepam,123631,Gefitinib,CYP2C9,inhibition,Unknown,DB00231,DB00317,No
2801,Clomipramine,123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01242,DB00317,No
2801,Clomipramine,123631,Gefitinib,CYP2C19,inhibition,Unknown,DB01242,DB00317,No
2662,Celecoxib,5035,Raloxifene,CYP3A4,inhibition,Unknown,DB00482,DB00481,No
4212,Mitoxantrone,5732,Zolpidem,CYP3A4,inhibition,Unknown,DB01204,DB00425,No
3016,Diazepam,5426,Thalidomide,CYP3A5,induction,Moderate,DB00829,DB01041,No
3016,Diazepam,5426,Thalidomide,CYP2C19,inhibition,Moderate,DB00829,DB01041,No
3478,Glipizide,3899,Leflunomide,CYP2C9,inhibition,Moderate,DB01067,DB01097,No
60953,Capecitabine,216239,Sorafenib,CYP2C9,inhibition,Moderate,DB01101,DB00398,No
1983,Acetaminophen,60953,Capecitabine,CYP2C9,inhibition,Unknown,DB00316,DB01101,No
3385,5-Fluorouracil,5556,Triazolam,CYP2C9,inhibition,Unknown,DB00544,DB00897,No
2771,Citalopram,3690,Ifosfamide,CYP3A4,inhibition,Moderate,DB00215,DB01181,No
2771,Citalopram,3690,Ifosfamide,CYP3A4,induction,Moderate,DB00215,DB01181,No
3386,Fluoxetine,5394,Temozolomide,CYP3A4,inhibition,Unknown,DB00472,DB00853,No
3386,Fluoxetine,5394,Temozolomide,CYP3A4,induction,Unknown,DB00472,DB00853,No
3016,Diazepam,216239,Sorafenib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00829,DB00398,No
3016,Diazepam,216239,Sorafenib,CYP1A2,inhibition,Unknown,DB00829,DB00398,No
3339,Fenofibrate,5426,Thalidomide,CYP2C9,inhibition,Unknown,DB01039,DB01041,No
2662,Celecoxib,3652,Hydroxychloroquine,CYP2D6,inhibition,Unknown,DB00482,DB01611,No
2771,Citalopram,176870,Erlotinib,CYP2D6,inhibition,Unknown,DB00215,DB00530,No
3385,5-Fluorouracil,4634,Oxybutynin,CYP2C8,inhibition,Unknown,DB00544,DB01062,No
2162,Amlodipine,5394,Temozolomide,CYP3A4,inhibition,Unknown,DB00381,DB00853,No
2162,Amlodipine,5394,Temozolomide,CYP3A4,induction,Unknown,DB00381,DB00853,No
3339,Fenofibrate,82146,Bexarotene,CYP2C9,inhibition,Unknown,DB01039,DB00307,No
3339,Fenofibrate,82146,Bexarotene,CYP3A4,induction,Unknown,DB01039,DB00307,No
2554,Carbamazepine,2578,Carmustine,CYP1A2,inhibition,Unknown,DB00564,DB00262,No
2554,Carbamazepine,2578,Carmustine,CYP1A2,induction,Unknown,DB00564,DB00262,No
2662,Celecoxib,3308,Etodolac,CYP2C9,inhibition,Moderate,DB00482,DB00749,Yes
4583,Ofloxacin,5291,Imatinib,CYP1A2,inhibition,Unknown,DB01165,DB00619,No
2802,Clonazepam,4212,Mitoxantrone,CYP3A4,inhibition,Unknown,DB01068,DB01204,No
3345,Fentanyl,4212,Mitoxantrone,CYP3A4,inhibition,Unknown,DB00813,DB01204,No
3345,Fentanyl,4212,Mitoxantrone,ABCB1 (P-gp),transporter_induction,Unknown,DB00813,DB01204,No
3345,Fentanyl,4212,Mitoxantrone,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00813,DB01204,No
2244,Aspirin,2375,Bicalutamide,CYP2C19,induction,Unknown,DB00945,DB01128,No
2244,Aspirin,2375,Bicalutamide,CYP2C9,inhibition,Unknown,DB00945,DB01128,No
5002,Quetiapine,5291,Imatinib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB01224,DB00619,No
5002,Quetiapine,5291,Imatinib,CYP3A4,inhibition,Moderate,DB01224,DB00619,No
1983,Acetaminophen,60198,Exemestane,CYP3A4,induction,Unknown,DB00316,DB00990,No
1983,Acetaminophen,60198,Exemestane,CYP3A4,inhibition,Unknown,DB00316,DB00990,No
2907,Cyclophosphamide,3121,Valproic Acid,CYP2A6,induction,Unknown,DB00531,DB00313,No
2907,Cyclophosphamide,3121,Valproic Acid,CYP3A4,inhibition,Unknown,DB00531,DB00313,No
3476,"1H-Pyrrole-1-carboxamide, 3-ethyl-2,5-dihydro-4-methyl-N-2-4-(trans-4-methylcyclohexyl)aminocarbonylaminosulfonylphenylethyl-2-oxo-",216239,Sorafenib,CYP2C9,inhibition,Unknown,DB00222,DB00398,No
4212,Mitoxantrone,60198,Exemestane,CYP3A4,inhibition,Unknown,DB01204,DB00990,No
3672,"Ibuprofen, (+-)-",123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01050,DB00317,No
3672,"Ibuprofen, (+-)-",123631,Gefitinib,CYP2C9,inhibition,Unknown,DB01050,DB00317,No
3899,Leflunomide,4205,Mirtazapine,CYP2C9,inhibition,Unknown,DB01097,DB00370,No
3902,Letrozole,60198,Exemestane,CYP19A1,inhibition,Unknown,DB01006,DB00990,Yes
3016,Diazepam,5291,Imatinib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00829,DB00619,No
3016,Diazepam,5291,Imatinib,CYP3A4,inhibition,Moderate,DB00829,DB00619,No
4543,Nortriptyline,5426,Thalidomide,CYP3A5,induction,Moderate,DB00540,DB01041,No
4543,Nortriptyline,5426,Thalidomide,CYP2C19,inhibition,Moderate,DB00540,DB01041,No
1983,Acetaminophen,3690,Ifosfamide,CYP3A4,inhibition,Unknown,DB00316,DB01181,No
1983,Acetaminophen,3690,Ifosfamide,CYP3A4,induction,Unknown,DB00316,DB01181,No
2520,Verapamil,2662,Celecoxib,ABCC4 (MRP4),transporter_inhibition,Unknown,DB00661,DB00482,No
2520,Verapamil,2662,Celecoxib,CYP2D6,inhibition,Unknown,DB00661,DB00482,No
4634,Oxybutynin,123631,Gefitinib,CYP2D6,inhibition,Unknown,DB01062,DB00317,No
2187,Anastrozole,2771,Citalopram,CYP3A4,inhibition,Unknown,DB01217,DB00215,No
2907,Cyclophosphamide,148192,Atazanavir,CYP3A4,inhibition,Unknown,DB00531,DB01072,No
2907,Cyclophosphamide,148192,Atazanavir,CYP3A4,induction,Unknown,DB00531,DB01072,No
2907,Cyclophosphamide,148192,Atazanavir,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00531,DB01072,No
4946,Propranolol,216239,Sorafenib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00571,DB00398,No
4946,Propranolol,216239,Sorafenib,CYP1A2,inhibition,Unknown,DB00571,DB00398,No
3157,Doxazosin,123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00590,DB00317,No
3157,Doxazosin,123631,Gefitinib,CYP2C19,inhibition,Unknown,DB00590,DB00317,No
2662,Celecoxib,4095,Methadone,CYP3A4,induction,Unknown,DB00482,DB00333,No
2662,Celecoxib,4095,Methadone,CYP3A4,inhibition,Unknown,DB00482,DB00333,No
3348,Fexofenadine,5291,Imatinib,CYP2D6,inhibition,Unknown,DB00950,DB00619,No
3348,Fexofenadine,5291,Imatinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00950,DB00619,No
2405,Bisoprolol,2662,Celecoxib,CYP2D6,inhibition,Unknown,DB00612,DB00482,Yes
2520,Verapamil,3657,Hydroxyurea,CYP2D6,inhibition,Unknown,DB00661,DB01005,No
3365,Fluconazole,5426,Thalidomide,CYP3A5,induction,Moderate,DB00196,DB01041,No
3365,Fluconazole,5426,Thalidomide,CYP2C19,inhibition,Moderate,DB00196,DB01041,No
4595,Ondansetron,3062316,Dasatinib,CYP1A2,inhibition,Moderate,DB00904,DB01254,No
3348,Fexofenadine,176870,Erlotinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00950,DB00530,No
3348,Fexofenadine,176870,Erlotinib,CYP2D6,inhibition,Unknown,DB00950,DB00530,No
4595,Ondansetron,5426,Thalidomide,CYP1A2,inhibition,Moderate,DB00904,DB01041,No
4595,Ondansetron,5426,Thalidomide,CYP3A5,induction,Moderate,DB00904,DB01041,No
4927,Promethazine,5291,Imatinib,CYP2C9,inhibition,Moderate,DB01069,DB00619,No
4927,Promethazine,5291,Imatinib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB01069,DB00619,No
3478,Glipizide,216239,Sorafenib,CYP3A4,inhibition,Unknown,DB01067,DB00398,No
4927,Promethazine,60953,Capecitabine,CYP2C9,inhibition,Unknown,DB01069,DB01101,No
2662,Celecoxib,2803,Clonidine,CYP2D6,inhibition,Unknown,DB00482,DB00575,No
4173,Metronidazole,123631,Gefitinib,CYP2C9,inhibition,Unknown,DB00916,DB00317,No
3478,Glipizide,60953,Capecitabine,CYP2C9,inhibition,Unknown,DB01067,DB01101,No
2662,Celecoxib,4614,Oxaprozin,PTGS2,inhibition,Moderate,DB00482,DB00991,No
3365,Fluconazole,3899,Leflunomide,CYP2C9,inhibition,Major,DB00196,DB01097,No
2662,Celecoxib,4058,Meperidine,CYP2D6,inhibition,Unknown,DB00482,DB00454,No
4485,Nifedipine,5291,Imatinib,ABCB1 (P-gp),transporter_induction,Moderate,DB01115,DB00619,No
4485,Nifedipine,5291,Imatinib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB01115,DB00619,No
4485,Nifedipine,5291,Imatinib,CYP3A4,induction,Moderate,DB01115,DB00619,No
4485,Nifedipine,5291,Imatinib,CYP3A4,inhibition,Moderate,DB01115,DB00619,No
2471,Bumetanide,2662,Celecoxib,PTGS2,inhibition,Moderate,DB00887,DB00482,No
2471,Bumetanide,2662,Celecoxib,PTGS2,induction,Moderate,DB00887,DB00482,No
3345,Fentanyl,176870,Erlotinib,CYP3A4,inhibition,Unknown,DB00813,DB00530,No
3345,Fentanyl,176870,Erlotinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00813,DB00530,No
4594,Prilosec,123631,Gefitinib,CYP2C19,inhibition,Moderate,DB00338,DB00317,No
3345,Fentanyl,3902,Letrozole,CYP3A4,inhibition,Unknown,DB00813,DB01006,No
2187,Anastrozole,3902,Letrozole,CYP19A1,inhibition,Unknown,DB01217,DB01006,Yes
2187,Anastrozole,5391,Temazepam,CYP3A4,inhibition,Unknown,DB01217,DB00231,No
3957,Loratadine,5291,Imatinib,CYP3A4,induction,Moderate,DB00455,DB00619,No
3957,Loratadine,5291,Imatinib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00455,DB00619,No
3957,Loratadine,5291,Imatinib,CYP3A4,inhibition,Moderate,DB00455,DB00619,No
3385,5-Fluorouracil,5656,Venlafaxine,CYP2C9,inhibition,Unknown,DB00544,DB00285,No
3385,5-Fluorouracil,5656,Venlafaxine,ABCG2 (BCRP),transporter_induction,Unknown,DB00544,DB00285,No
2083,Salbutamol,5291,Imatinib,CYP3A4,inhibition,Unknown,DB01001,DB00619,No
3476,"1H-Pyrrole-1-carboxamide, 3-ethyl-2,5-dihydro-4-methyl-N-2-4-(trans-4-methylcyclohexyl)aminocarbonylaminosulfonylphenylethyl-2-oxo-",3899,Leflunomide,CYP2C9,inhibition,Moderate,DB00222,DB01097,No
4927,Promethazine,5426,Thalidomide,CYP2C9,inhibition,Moderate,DB01069,DB01041,No
1978,Acebutolol,2662,Celecoxib,CYP2D6,inhibition,Unknown,DB01193,DB00482,Yes
2083,Salbutamol,5394,Temozolomide,CYP3A4,inhibition,Unknown,DB01001,DB00853,No
2083,Salbutamol,5394,Temozolomide,CYP3A4,induction,Unknown,DB01001,DB00853,No
4171,Metoprolol,176870,Erlotinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00264,DB00530,No
4171,Metoprolol,176870,Erlotinib,CYP2D6,inhibition,Unknown,DB00264,DB00530,No
2375,Bicalutamide,5732,Zolpidem,CYP3A4,inhibition,Unknown,DB01128,DB00425,No
2585,Carvedilol,3657,Hydroxyurea,CYP2D6,inhibition,Unknown,DB01136,DB01005,No
3902,Letrozole,5656,Venlafaxine,CYP3A4,inhibition,Unknown,DB01006,DB00285,No
2907,Cyclophosphamide,3348,Fexofenadine,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00531,DB00950,No
2907,Cyclophosphamide,3348,Fexofenadine,CYP2D6,inhibition,Unknown,DB00531,DB00950,No
2907,Cyclophosphamide,3386,Fluoxetine,CYP3A4,induction,Unknown,DB00531,DB00472,No
2907,Cyclophosphamide,3386,Fluoxetine,CYP3A4,inhibition,Unknown,DB00531,DB00472,No
2907,Cyclophosphamide,3386,Fluoxetine,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00531,DB00472,No
2907,Cyclophosphamide,60198,Exemestane,CYP3A4,induction,Unknown,DB00531,DB00990,No
2907,Cyclophosphamide,60198,Exemestane,CYP3A4,inhibition,Unknown,DB00531,DB00990,No
2764,Ciprofloxacin,60198,Exemestane,CYP3A4,inhibition,Unknown,DB00537,DB00990,No
2907,Cyclophosphamide,3463,Gemfibrozil,CYP3A4,induction,Unknown,DB00531,DB01241,No
2907,Cyclophosphamide,3463,Gemfibrozil,CYP3A4,inhibition,Unknown,DB00531,DB01241,No
2083,Salbutamol,123631,Gefitinib,CYP3A4,inhibition,Unknown,DB01001,DB00317,No
150311,Ezetimibe,176870,Erlotinib,ABCG2 (BCRP),transporter_inhibition,Unknown,DB00973,DB00530,No
150311,Ezetimibe,176870,Erlotinib,UGT1A1,inhibition,Unknown,DB00973,DB00530,No
3488,Glibenclamide,216239,Sorafenib,CYP3A4,inhibition,Unknown,DB01016,DB00398,No
3488,Glibenclamide,216239,Sorafenib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01016,DB00398,No
3899,Leflunomide,3961,Losartan,CYP1A2,inhibition,Moderate,DB01097,DB00678,No
2162,Amlodipine,4212,Mitoxantrone,CYP3A4,inhibition,Unknown,DB00381,DB01204,No
2162,Amlodipine,4212,Mitoxantrone,ABCB1 (P-gp),transporter_induction,Unknown,DB00381,DB01204,No
2162,Amlodipine,4212,Mitoxantrone,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00381,DB01204,No
5735,Zopiclone,216239,Sorafenib,CYP3A4,inhibition,Unknown,DB01198,DB00398,No
3345,Fentanyl,5394,Temozolomide,CYP3A4,inhibition,Unknown,DB00813,DB00853,No
3345,Fentanyl,5394,Temozolomide,CYP3A4,induction,Unknown,DB00813,DB00853,No
5556,Triazolam,123631,Gefitinib,CYP2C9,inhibition,Unknown,DB00897,DB00317,No
2662,Celecoxib,3121,Valproic Acid,CYP3A4,inhibition,Moderate,DB00482,DB00313,Yes
2662,Celecoxib,3410,Formoterol,CYP2D6,inhibition,Unknown,DB00482,DB00983,No
3676,Lidocaine,60953,Capecitabine,CYP2C9,inhibition,Unknown,DB00281,DB01101,No
5394,Temozolomide,216239,Sorafenib,CYP3A4,inhibition,Unknown,DB00853,DB00398,No
5394,Temozolomide,216239,Sorafenib,CYP3A4,induction,Unknown,DB00853,DB00398,No
3749,Irbesartan,3902,Letrozole,CYP3A4,inhibition,Unknown,DB01029,DB01006,No
1775,Phenytoin,3899,Leflunomide,CYP2C9,inhibition,Major,DB00252,DB01097,No
1775,Phenytoin,3899,Leflunomide,CYP2C9,induction,Major,DB00252,DB01097,No
2187,Anastrozole,3333,Felodipine,CYP3A4,inhibition,Unknown,DB01217,DB01023,No
2118,Alprazolam,123631,Gefitinib,CYP2C9,inhibition,Unknown,DB00404,DB00317,No
2662,Celecoxib,4044,Mefenamic Acid,CYP2C9,inhibition,Moderate,DB00482,DB00784,No
3016,Diazepam,60198,Exemestane,CYP3A4,inhibition,Unknown,DB00829,DB00990,No
3883,Lansoprazole,5394,Temozolomide,CYP3A4,inhibition,Unknown,DB00448,DB00853,No
3883,Lansoprazole,5394,Temozolomide,CYP3A4,induction,Unknown,DB00448,DB00853,No
3715,Indomethacin,3899,Leflunomide,CYP2C9,inhibition,Major,DB00328,DB01097,No
54454,Simvastatin,60198,Exemestane,CYP3A4,induction,Unknown,DB00641,DB00990,No
54454,Simvastatin,60198,Exemestane,CYP3A4,inhibition,Unknown,DB00641,DB00990,No
2907,Cyclophosphamide,3657,Hydroxyurea,CYP2D6,inhibition,Moderate,DB00531,DB01005,No
5090,Rofecoxib,5426,Thalidomide,PTGS2,inhibition,Unknown,DB00533,DB01041,No
444,Bupropion,60953,Capecitabine,CYP2C9,inhibition,Unknown,DB01156,DB01101,No
1986,Acetazolamide,2662,Celecoxib,CYP3A4,inhibition,Unknown,DB00819,DB00482,No
4485,Nifedipine,60953,Capecitabine,CYP2C9,inhibition,Unknown,DB01115,DB01101,No
4485,Nifedipine,60953,Capecitabine,CYP2C9,induction,Unknown,DB01115,DB01101,No
4205,Mirtazapine,4212,Mitoxantrone,CYP3A4,inhibition,Unknown,DB00370,DB01204,No
2662,Celecoxib,3657,Hydroxyurea,CYP2D6,inhibition,Unknown,DB00482,DB01005,No
3749,Irbesartan,176870,Erlotinib,CYP2C8,inhibition,Unknown,DB01029,DB00530,No
2478,Busulfan,4212,Mitoxantrone,CYP3A4,inhibition,Moderate,DB01008,DB01204,No
2662,Celecoxib,5584,Trimipramine,CYP2D6,inhibition,Moderate,DB00482,DB00726,No
2554,Carbamazepine,60953,Capecitabine,CYP2C9,induction,Unknown,DB00564,DB01101,No
2554,Carbamazepine,60953,Capecitabine,CYP2C9,inhibition,Unknown,DB00564,DB01101,No
2187,Anastrozole,3478,Glipizide,CYP3A4,inhibition,Unknown,DB01217,DB01067,No
2764,Ciprofloxacin,3062316,Dasatinib,CYP1A2,inhibition,Moderate,DB00537,DB01254,No
2764,Ciprofloxacin,3062316,Dasatinib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00537,DB01254,No
2803,Clonidine,2907,Cyclophosphamide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00575,DB00531,No
2803,Clonidine,2907,Cyclophosphamide,CYP3A4,induction,Unknown,DB00575,DB00531,No
2803,Clonidine,2907,Cyclophosphamide,CYP3A4,inhibition,Unknown,DB00575,DB00531,No
2907,Cyclophosphamide,3715,Indomethacin,ABCB1 (P-gp),transporter_inhibition,Minor,DB00531,DB00328,Yes
2907,Cyclophosphamide,3715,Indomethacin,CYP2C9,induction,Minor,DB00531,DB00328,Yes
2907,Cyclophosphamide,3715,Indomethacin,CYP2C19,inhibition,Minor,DB00531,DB00328,Yes
2812,Clotrimazole,123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00257,DB00317,No
2812,Clotrimazole,123631,Gefitinib,CYP3A4,induction,Moderate,DB00257,DB00317,No
2812,Clotrimazole,123631,Gefitinib,CYP2C9,inhibition,Moderate,DB00257,DB00317,No
