CID_A,drug_A,CID_B,drug_B,enzyme_gene,uniprot,direction,severity
4485,Nifedipine,5426,Thalidomide,CYP3A5,P20815,induction,Moderate
4485,Nifedipine,5426,Thalidomide,CYP1A2,P05177,inhibition,Moderate
1983,Acetaminophen,5394,Temozolomide,CYP3A4,P08684,inhibition,Unknown
1983,Acetaminophen,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
2907,Cyclophosphamide,3510,(3H)granisetron,CYP2D6,P10635,inhibition,Unknown
2907,Cyclophosphamide,3510,(3H)granisetron,CYP2D6,P10635,induction,Unknown
1983,Acetaminophen,123631,Gefitinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
1983,Acetaminophen,123631,Gefitinib,CYP3A4,P08684,induction,Unknown
1983,Acetaminophen,123631,Gefitinib,CYP2C9,P11712,inhibition,Unknown
3961,Losartan,216239,Sorafenib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3961,Losartan,216239,Sorafenib,CYP1A2,P05177,inhibition,Unknown
2162,Amlodipine,176870,Erlotinib,CYP2C8,P10632,inhibition,Unknown
2162,Amlodipine,176870,Erlotinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
5978,Vincristine,71616,Voriconazole,CYP3A4,P08684,inhibition,Major
2585,Carvedilol,216239,Sorafenib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2585,Carvedilol,216239,Sorafenib,CYP1A2,P05177,inhibition,Unknown
2907,Cyclophosphamide,41781,Torasemide,CYP2C9,P11712,induction,Unknown
2907,Cyclophosphamide,41781,Torasemide,CYP2C19,P33261,inhibition,Unknown
3902,Letrozole,54454,Simvastatin,CYP3A4,P08684,induction,Unknown
3902,Letrozole,54454,Simvastatin,CYP3A4,P08684,inhibition,Unknown
2662,Celecoxib,3823,"1-(4-(4-((2-(2,4-Dichlorophenyl)-2-(1H-imidazol-1-ylmethyl)-1,3-dioxolan-4-yl)methoxy)phenyl)piperazin-1-yl)ethanone",CYP3A4,P08684,inhibition,Unknown
2162,Amlodipine,3690,Ifosfamide,CYP3A4,P08684,inhibition,Unknown
2162,Amlodipine,3690,Ifosfamide,CYP3A4,P08684,induction,Unknown
5656,Venlafaxine,60953,Capecitabine,CYP2C9,P11712,inhibition,Unknown
2520,Verapamil,5291,Imatinib,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
2520,Verapamil,5291,Imatinib,ABCB1 (P-gp),P08183,transporter_induction,Moderate
2520,Verapamil,5291,Imatinib,CYP3A4,P08684,inhibition,Moderate
2187,Anastrozole,2907,Cyclophosphamide,CYP3A4,P08684,induction,Unknown
2187,Anastrozole,2907,Cyclophosphamide,CYP3A4,P08684,inhibition,Unknown
2162,Amlodipine,216239,Sorafenib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2162,Amlodipine,216239,Sorafenib,CYP1A2,P05177,inhibition,Unknown
2162,Amlodipine,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_induction,Unknown
2162,Amlodipine,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2162,Amlodipine,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,induction,Unknown
2162,Amlodipine,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,inhibition,Unknown
2907,Cyclophosphamide,3345,Fentanyl,CYP3A4,P08684,inhibition,Unknown
2907,Cyclophosphamide,3345,Fentanyl,CYP3A4,P08684,induction,Unknown
2907,Cyclophosphamide,3345,Fentanyl,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2907,Cyclophosphamide,3385,5-Fluorouracil,CYP2C9,P11712,inhibition,Moderate
2907,Cyclophosphamide,3385,5-Fluorouracil,CYP2C9,P11712,induction,Moderate
1983,Acetaminophen,5426,Thalidomide,PTGS2,P35354,inhibition,Unknown
2405,Bisoprolol,93860,"Bortezomib, (1S,2R)-",CYP3A4,P08684,inhibition,Unknown
3339,Fenofibrate,216239,Sorafenib,CYP3A4,P08684,inhibition,Unknown
3672,"Ibuprofen, (+-)-",3899,Leflunomide,CYP2C9,P11712,inhibition,Major
4594,Prilosec,216239,Sorafenib,CYP3A4,P08684,inhibition,Unknown
4485,Nifedipine,216239,Sorafenib,ABCB1 (P-gp),P08183,transporter_induction,Unknown
4485,Nifedipine,216239,Sorafenib,CYP3A4,P08684,induction,Unknown
4485,Nifedipine,216239,Sorafenib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4485,Nifedipine,216239,Sorafenib,CYP1A2,P05177,inhibition,Unknown
3339,Fenofibrate,3899,Leflunomide,CYP2C9,P11712,inhibition,Major
2662,Celecoxib,5426,Thalidomide,PTGS2,P35354,inhibition,Unknown
2187,Anastrozole,2662,Celecoxib,CYP3A4,P08684,inhibition,Unknown
5291,Imatinib,60953,Capecitabine,CYP2C9,P11712,inhibition,Moderate
2907,Cyclophosphamide,104741,Fulvestrant,CYP3A4,P08684,induction,Unknown
2907,Cyclophosphamide,104741,Fulvestrant,CYP3A4,P08684,inhibition,Unknown
2662,Celecoxib,4595,Ondansetron,CYP2D6,P10635,inhibition,Moderate
3032,Arthrotec,5978,Vincristine,CYP3A4,P08684,inhibition,Unknown
3032,Arthrotec,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3032,Arthrotec,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_induction,Unknown
2907,Cyclophosphamide,5090,Rofecoxib,CYP3A4,P08684,induction,Unknown
2907,Cyclophosphamide,5090,Rofecoxib,CYP3A4,P08684,inhibition,Unknown
3386,Fluoxetine,93860,"Bortezomib, (1S,2R)-",CYP1A2,P05177,inhibition,Unknown
4616,Oxazepam,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,induction,Unknown
4616,Oxazepam,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,inhibition,Unknown
2771,Citalopram,93860,"Bortezomib, (1S,2R)-",CYP3A4,P08684,inhibition,Minor
4171,Metoprolol,93860,"Bortezomib, (1S,2R)-",CYP2C19,P33261,inhibition,Unknown
3899,Leflunomide,4927,Promethazine,CYP2C9,P11712,inhibition,Unknown
2895,Cyclobenzaprine,5291,Imatinib,CYP3A4,P08684,inhibition,Moderate
2187,Anastrozole,4829,Pioglitazone,CYP2C9,P11712,inhibition,Unknown
2187,Anastrozole,4829,Pioglitazone,CYP3A4,P08684,induction,Unknown
2554,Carbamazepine,5426,Thalidomide,CYP3A5,P20815,induction,Moderate
2554,Carbamazepine,5426,Thalidomide,CYP2C19,P33261,inhibition,Moderate
3333,Felodipine,3657,Hydroxyurea,CYP2D6,P10635,inhibition,Unknown
3121,Valproic Acid,123631,Gefitinib,CYP2C9,P11712,inhibition,Unknown
2907,Cyclophosphamide,4595,Ondansetron,CYP2D6,P10635,inhibition,Minor
2907,Cyclophosphamide,4595,Ondansetron,CYP3A4,P08684,induction,Minor
2812,Clotrimazole,5394,Temozolomide,CYP3A4,P08684,inhibition,Unknown
2812,Clotrimazole,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
4917,Prochlorperazine,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,induction,Moderate
4917,Prochlorperazine,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,inhibition,Moderate
3308,Etodolac,3385,5-Fluorouracil,CYP2C9,P11712,inhibition,Unknown
3899,Leflunomide,41781,Torasemide,CYP2C9,P11712,inhibition,Moderate
2662,Celecoxib,148192,Atazanavir,CYP3A4,P08684,inhibition,Unknown
3385,5-Fluorouracil,3883,Lansoprazole,ABCG2 (BCRP),Q9UNQ0,transporter_inhibition,Unknown
3385,5-Fluorouracil,3883,Lansoprazole,CYP2C9,P11712,inhibition,Unknown
3385,5-Fluorouracil,3883,Lansoprazole,CYP1A2,P05177,induction,Unknown
1983,Acetaminophen,2375,Bicalutamide,CYP3A4,P08684,induction,Unknown
1983,Acetaminophen,2375,Bicalutamide,CYP3A4,P08684,inhibition,Unknown
54454,Simvastatin,123631,Gefitinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
54454,Simvastatin,123631,Gefitinib,CYP3A4,P08684,induction,Unknown
54454,Simvastatin,123631,Gefitinib,CYP2C9,P11712,inhibition,Unknown
65999,Telmisartan,216239,Sorafenib,CYP2C19,P33261,inhibition,Unknown
65999,Telmisartan,216239,Sorafenib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2662,Celecoxib,4485,Nifedipine,CYP3A4,P08684,induction,Unknown
2662,Celecoxib,4485,Nifedipine,CYP3A4,P08684,inhibition,Unknown
2662,Celecoxib,54454,Simvastatin,CYP3A4,P08684,induction,Unknown
2662,Celecoxib,54454,Simvastatin,CYP3A4,P08684,inhibition,Unknown
2662,Celecoxib,3767,Isoniazid,CYP3A4,P08684,inhibition,Moderate
2478,Busulfan,2764,Ciprofloxacin,CYP3A4,P08684,inhibition,Minor
2187,Anastrozole,5002,Quetiapine,CYP3A4,P08684,inhibition,Unknown
3793,Itrizole,5978,Vincristine,CYP3A4,P08684,inhibition,Major
3793,Itrizole,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_inhibition,Major
3793,Itrizole,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_induction,Major
3385,5-Fluorouracil,4679,Pantoprazole,CYP1A2,P05177,induction,Unknown
3385,5-Fluorouracil,4679,Pantoprazole,CYP2C9,P11712,inhibition,Unknown
3385,5-Fluorouracil,4679,Pantoprazole,ABCG2 (BCRP),Q9UNQ0,transporter_inhibition,Unknown
3793,Itrizole,93860,"Bortezomib, (1S,2R)-",CYP1A1,P04798,induction,Moderate
3793,Itrizole,93860,"Bortezomib, (1S,2R)-",CYP3A4,P08684,inhibition,Moderate
2554,Carbamazepine,2907,Cyclophosphamide,ABCB1 (P-gp),P08183,transporter_induction,Moderate
2554,Carbamazepine,2907,Cyclophosphamide,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
2554,Carbamazepine,2907,Cyclophosphamide,CYP3A4,P08684,induction,Moderate
2554,Carbamazepine,2907,Cyclophosphamide,CYP3A4,P08684,inhibition,Moderate
2662,Celecoxib,4075,5-Aminosalicylic Acid,PTGS2,P35354,inhibition,Moderate
5391,Temazepam,123631,Gefitinib,CYP2C9,P11712,inhibition,Unknown
2801,Clomipramine,123631,Gefitinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2801,Clomipramine,123631,Gefitinib,CYP2C19,P33261,inhibition,Unknown
2662,Celecoxib,5035,Raloxifene,CYP3A4,P08684,inhibition,Unknown
4212,Mitoxantrone,5732,Zolpidem,CYP3A4,P08684,inhibition,Unknown
3016,Diazepam,5426,Thalidomide,CYP3A5,P20815,induction,Moderate
3016,Diazepam,5426,Thalidomide,CYP2C19,P33261,inhibition,Moderate
3478,Glipizide,3899,Leflunomide,CYP2C9,P11712,inhibition,Moderate
3386,Fluoxetine,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_induction,Major
3386,Fluoxetine,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_inhibition,Major
3386,Fluoxetine,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,induction,Major
3386,Fluoxetine,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,inhibition,Major
60953,Capecitabine,216239,Sorafenib,CYP2C9,P11712,inhibition,Moderate
1983,Acetaminophen,60953,Capecitabine,CYP2C9,P11712,inhibition,Unknown
3385,5-Fluorouracil,5556,Triazolam,CYP2C9,P11712,inhibition,Unknown
2771,Citalopram,3690,Ifosfamide,CYP3A4,P08684,inhibition,Moderate
2771,Citalopram,3690,Ifosfamide,CYP3A4,P08684,induction,Moderate
3386,Fluoxetine,5394,Temozolomide,CYP3A4,P08684,inhibition,Unknown
3386,Fluoxetine,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
2250,Atorvastatin EP Impurity B,5291,Imatinib,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
2250,Atorvastatin EP Impurity B,5291,Imatinib,CYP3A4,P08684,induction,Moderate
2250,Atorvastatin EP Impurity B,5291,Imatinib,CYP3A4,P08684,inhibition,Moderate
3016,Diazepam,216239,Sorafenib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3016,Diazepam,216239,Sorafenib,CYP1A2,P05177,inhibition,Unknown
4205,Mirtazapine,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,induction,Moderate
4205,Mirtazapine,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,inhibition,Moderate
3339,Fenofibrate,5426,Thalidomide,CYP2C9,P11712,inhibition,Unknown
2662,Celecoxib,3652,Hydroxychloroquine,CYP2D6,P10635,inhibition,Unknown
3478,Glipizide,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,induction,Unknown
3478,Glipizide,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,inhibition,Unknown
4595,Ondansetron,14888,Arsenic Trioxide,CYP3A4,P08684,inhibition,Major
4449,Nefazodone,10631,Medroxyprogesterone,CYP3A4,P08684,induction,Moderate
4449,Nefazodone,10631,Medroxyprogesterone,CYP3A4,P08684,inhibition,Moderate
2771,Citalopram,176870,Erlotinib,CYP2D6,P10635,inhibition,Unknown
3385,5-Fluorouracil,4634,Oxybutynin,CYP2C8,P10632,inhibition,Unknown
3954,Loperamide(1+),5978,Vincristine,CYP3A4,P08684,inhibition,Unknown
3954,Loperamide(1+),5978,Vincristine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3954,Loperamide(1+),5978,Vincristine,ABCB1 (P-gp),P08183,transporter_induction,Unknown
2162,Amlodipine,5394,Temozolomide,CYP3A4,P08684,inhibition,Unknown
2162,Amlodipine,5394,Temozolomide,CYP3A4,P08684,induction,Unknown
5376,"(E,Z)-Tamoxifen",54454,Simvastatin,ABCB1 (P-gp),P08183,transporter_induction,Unknown
5376,"(E,Z)-Tamoxifen",54454,Simvastatin,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
5376,"(E,Z)-Tamoxifen",54454,Simvastatin,CYP3A4,P08684,induction,Unknown
5376,"(E,Z)-Tamoxifen",54454,Simvastatin,CYP3A4,P08684,inhibition,Unknown
3339,Fenofibrate,82146,Bexarotene,CYP2C9,P11712,inhibition,Unknown
3339,Fenofibrate,82146,Bexarotene,CYP3A4,P08684,induction,Unknown
2554,Carbamazepine,2578,Carmustine,CYP1A2,P05177,inhibition,Unknown
2554,Carbamazepine,2578,Carmustine,CYP1A2,P05177,induction,Unknown
2662,Celecoxib,3308,Etodolac,CYP2C9,P11712,inhibition,Moderate
4583,Ofloxacin,5291,Imatinib,CYP1A2,P05177,inhibition,Unknown
2802,Clonazepam,4212,Mitoxantrone,CYP3A4,P08684,inhibition,Unknown
3345,Fentanyl,4212,Mitoxantrone,CYP3A4,P08684,inhibition,Unknown
3345,Fentanyl,4212,Mitoxantrone,ABCB1 (P-gp),P08183,transporter_induction,Unknown
3345,Fentanyl,4212,Mitoxantrone,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2662,Celecoxib,72054,(+-)-Darifenacin,CYP2D6,P10635,inhibition,Moderate
2662,Celecoxib,4691,"3-(1,3-Benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidine",CYP2C9,P11712,inhibition,Moderate
2244,Aspirin,2375,Bicalutamide,CYP2C19,P33261,induction,Unknown
2244,Aspirin,2375,Bicalutamide,CYP2C9,P11712,inhibition,Unknown
5002,Quetiapine,5291,Imatinib,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
5002,Quetiapine,5291,Imatinib,CYP3A4,P08684,inhibition,Moderate
1983,Acetaminophen,60198,Exemestane,CYP3A4,P08684,induction,Unknown
1983,Acetaminophen,60198,Exemestane,CYP3A4,P08684,inhibition,Unknown
2187,Anastrozole,3962,"8-(2-(4-Hydroxy-6-oxooxan-2-yl)ethyl)-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl 2-methylbutanoate",CYP2C9,P11712,induction,Unknown
2187,Anastrozole,3962,"8-(2-(4-Hydroxy-6-oxooxan-2-yl)ethyl)-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl 2-methylbutanoate",CYP3A4,P08684,inhibition,Unknown
2907,Cyclophosphamide,3121,Valproic Acid,CYP2A6,P11509,induction,Unknown
2907,Cyclophosphamide,3121,Valproic Acid,CYP3A4,P08684,inhibition,Unknown
4691,"3-(1,3-Benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidine",5376,"(E,Z)-Tamoxifen",CYP2C9,P11712,inhibition,Major
4691,"3-(1,3-Benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidine",5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_inhibition,Major
4691,"3-(1,3-Benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidine",5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_induction,Major
3476,"1H-Pyrrole-1-carboxamide, 3-ethyl-2,5-dihydro-4-methyl-N-2-4-(trans-4-methylcyclohexyl)aminocarbonylaminosulfonylphenylethyl-2-oxo-",216239,Sorafenib,CYP2C9,P11712,inhibition,Unknown
4212,Mitoxantrone,60198,Exemestane,CYP3A4,P08684,inhibition,Unknown
3954,Loperamide(1+),216239,Sorafenib,CYP3A4,P08684,inhibition,Moderate
3954,Loperamide(1+),216239,Sorafenib,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
3672,"Ibuprofen, (+-)-",123631,Gefitinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3672,"Ibuprofen, (+-)-",123631,Gefitinib,CYP2C9,P11712,inhibition,Unknown
3899,Leflunomide,4205,Mirtazapine,CYP2C9,P11712,inhibition,Unknown
3902,Letrozole,60198,Exemestane,CYP19A1,P11511,inhibition,Unknown
3016,Diazepam,5291,Imatinib,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
3016,Diazepam,5291,Imatinib,CYP3A4,P08684,inhibition,Moderate
2907,Cyclophosphamide,3962,"8-(2-(4-Hydroxy-6-oxooxan-2-yl)ethyl)-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl 2-methylbutanoate",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2907,Cyclophosphamide,3962,"8-(2-(4-Hydroxy-6-oxooxan-2-yl)ethyl)-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl 2-methylbutanoate",CYP2C9,P11712,induction,Unknown
2907,Cyclophosphamide,3962,"8-(2-(4-Hydroxy-6-oxooxan-2-yl)ethyl)-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl 2-methylbutanoate",CYP3A4,P08684,inhibition,Unknown
4543,Nortriptyline,5426,Thalidomide,CYP3A5,P20815,induction,Moderate
4543,Nortriptyline,5426,Thalidomide,CYP2C19,P33261,inhibition,Moderate
2764,Ciprofloxacin,5978,Vincristine,CYP3A4,P08684,inhibition,Minor
2764,Ciprofloxacin,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_inhibition,Minor
2764,Ciprofloxacin,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_induction,Minor
2520,Verapamil,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_induction,Unknown
2520,Verapamil,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2520,Verapamil,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,induction,Unknown
2520,Verapamil,5376,"(E,Z)-Tamoxifen",CYP3A4,P08684,inhibition,Unknown
1983,Acetaminophen,3690,Ifosfamide,CYP3A4,P08684,inhibition,Unknown
1983,Acetaminophen,3690,Ifosfamide,CYP3A4,P08684,induction,Unknown
4691,"3-(1,3-Benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidine",60953,Capecitabine,CYP2C9,P11712,inhibition,Unknown
2520,Verapamil,2662,Celecoxib,ABCC4 (MRP4),O15439,transporter_inhibition,Unknown
2520,Verapamil,2662,Celecoxib,CYP2D6,P10635,inhibition,Unknown
4634,Oxybutynin,123631,Gefitinib,CYP2D6,P10635,inhibition,Unknown
2187,Anastrozole,2771,Citalopram,CYP3A4,P08684,inhibition,Unknown
2907,Cyclophosphamide,148192,Atazanavir,CYP3A4,P08684,inhibition,Unknown
2907,Cyclophosphamide,148192,Atazanavir,CYP3A4,P08684,induction,Unknown
2907,Cyclophosphamide,148192,Atazanavir,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4946,Propranolol,216239,Sorafenib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4946,Propranolol,216239,Sorafenib,CYP1A2,P05177,inhibition,Unknown
2907,Cyclophosphamide,152945,CID 152945,CYP3A4,P08684,induction,Unknown
2907,Cyclophosphamide,152945,CID 152945,CYP3A4,P08684,inhibition,Unknown
3157,Doxazosin,123631,Gefitinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3157,Doxazosin,123631,Gefitinib,CYP2C19,P33261,inhibition,Unknown
4178,Mexiletine,14888,Arsenic Trioxide,CYP3A4,P08684,inhibition,Unknown
3899,Leflunomide,3962,"8-(2-(4-Hydroxy-6-oxooxan-2-yl)ethyl)-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl 2-methylbutanoate",CYP2C9,P11712,inhibition,Major
3899,Leflunomide,3962,"8-(2-(4-Hydroxy-6-oxooxan-2-yl)ethyl)-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl 2-methylbutanoate",CYP2C9,P11712,induction,Major
2250,Atorvastatin EP Impurity B,216239,Sorafenib,CYP3A4,P08684,inhibition,Unknown
2250,Atorvastatin EP Impurity B,216239,Sorafenib,CYP3A4,P08684,induction,Unknown
2250,Atorvastatin EP Impurity B,216239,Sorafenib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2662,Celecoxib,4095,Methadone,CYP3A4,P08684,induction,Unknown
2662,Celecoxib,4095,Methadone,CYP3A4,P08684,inhibition,Unknown
3348,Fexofenadine,5291,Imatinib,CYP2D6,P10635,inhibition,Unknown
3348,Fexofenadine,5291,Imatinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2405,Bisoprolol,2662,Celecoxib,CYP2D6,P10635,inhibition,Unknown
2520,Verapamil,3657,Hydroxyurea,CYP2D6,P10635,inhibition,Unknown
2250,Atorvastatin EP Impurity B,5426,Thalidomide,CYP3A5,P20815,induction,Moderate
2250,Atorvastatin EP Impurity B,5426,Thalidomide,CYP2C19,P33261,inhibition,Moderate
3365,Fluconazole,5426,Thalidomide,CYP3A5,P20815,induction,Moderate
3365,Fluconazole,5426,Thalidomide,CYP2C19,P33261,inhibition,Moderate
65999,Telmisartan,93860,"Bortezomib, (1S,2R)-",CYP2C19,P33261,inhibition,Unknown
4595,Ondansetron,3062316,Dasatinib,CYP1A2,P05177,inhibition,Moderate
54454,Simvastatin,93860,"Bortezomib, (1S,2R)-",CYP3A4,P08684,induction,Moderate
54454,Simvastatin,93860,"Bortezomib, (1S,2R)-",CYP3A4,P08684,inhibition,Moderate
3348,Fexofenadine,176870,Erlotinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3348,Fexofenadine,176870,Erlotinib,CYP2D6,P10635,inhibition,Unknown
2806,(RS)-Clopidogrel,14888,Arsenic Trioxide,CYP3A4,P08684,inhibition,Unknown
4595,Ondansetron,5426,Thalidomide,CYP1A2,P05177,inhibition,Moderate
4595,Ondansetron,5426,Thalidomide,CYP3A5,P20815,induction,Moderate
2462,Respules,216239,Sorafenib,CYP3A4,P08684,inhibition,Unknown
4927,Promethazine,5291,Imatinib,CYP2C9,P11712,inhibition,Moderate
4927,Promethazine,5291,Imatinib,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
3478,Glipizide,216239,Sorafenib,CYP3A4,P08684,inhibition,Unknown
4927,Promethazine,60953,Capecitabine,CYP2C9,P11712,inhibition,Unknown
2662,Celecoxib,2803,Clonidine,CYP2D6,P10635,inhibition,Unknown
4173,Metronidazole,123631,Gefitinib,CYP2C9,P11712,inhibition,Unknown
3478,Glipizide,60953,Capecitabine,CYP2C9,P11712,inhibition,Unknown
2662,Celecoxib,4614,Oxaprozin,PTGS2,P35354,inhibition,Moderate
2585,Carvedilol,5978,Vincristine,CYP3A4,P08684,inhibition,Unknown
2585,Carvedilol,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2585,Carvedilol,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_induction,Unknown
3365,Fluconazole,3899,Leflunomide,CYP2C9,P11712,inhibition,Major
2662,Celecoxib,4058,Meperidine,CYP2D6,P10635,inhibition,Unknown
4485,Nifedipine,5291,Imatinib,ABCB1 (P-gp),P08183,transporter_induction,Moderate
4485,Nifedipine,5291,Imatinib,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
4485,Nifedipine,5291,Imatinib,CYP3A4,P08684,induction,Moderate
4485,Nifedipine,5291,Imatinib,CYP3A4,P08684,inhibition,Moderate
2471,Bumetanide,2662,Celecoxib,PTGS2,P35354,inhibition,Moderate
2471,Bumetanide,2662,Celecoxib,PTGS2,P35354,induction,Moderate
3365,Fluconazole,93860,"Bortezomib, (1S,2R)-",CYP3A4,P08684,inhibition,Unknown
3957,Loratadine,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3957,Loratadine,5978,Vincristine,CYP3A4,P08684,inhibition,Unknown
3957,Loratadine,5978,Vincristine,CYP3A4,P08684,induction,Unknown
3957,Loratadine,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_induction,Unknown
2250,Atorvastatin EP Impurity B,93860,"Bortezomib, (1S,2R)-",CYP3A4,P08684,induction,Moderate
2250,Atorvastatin EP Impurity B,93860,"Bortezomib, (1S,2R)-",CYP3A4,P08684,inhibition,Moderate
3345,Fentanyl,176870,Erlotinib,CYP3A4,P08684,inhibition,Unknown
3345,Fentanyl,176870,Erlotinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
5376,"(E,Z)-Tamoxifen",5523,2-((Dimethylamino)methyl)-1-(3-methoxyphenyl)cyclohexanol,CYP3A4,P08684,induction,Moderate
5376,"(E,Z)-Tamoxifen",5523,2-((Dimethylamino)methyl)-1-(3-methoxyphenyl)cyclohexanol,CYP3A4,P08684,inhibition,Moderate
4594,Prilosec,123631,Gefitinib,CYP2C19,P33261,inhibition,Moderate
3345,Fentanyl,3902,Letrozole,CYP3A4,P08684,inhibition,Unknown
5152,Salmeterol,5978,Vincristine,CYP3A4,P08684,inhibition,Unknown
2187,Anastrozole,3902,Letrozole,CYP19A1,P11511,inhibition,Unknown
2187,Anastrozole,5391,Temazepam,CYP3A4,P08684,inhibition,Unknown
3957,Loratadine,5291,Imatinib,CYP3A4,P08684,induction,Moderate
3957,Loratadine,5291,Imatinib,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
3957,Loratadine,5291,Imatinib,CYP3A4,P08684,inhibition,Moderate
3385,5-Fluorouracil,5656,Venlafaxine,CYP2C9,P11712,inhibition,Unknown
3385,5-Fluorouracil,5656,Venlafaxine,ABCG2 (BCRP),Q9UNQ0,transporter_induction,Unknown
2083,Salbutamol,5291,Imatinib,CYP3A4,P08684,inhibition,Unknown
3702,Indapamide,93860,"Bortezomib, (1S,2R)-",CYP3A4,P08684,inhibition,Unknown
3476,"1H-Pyrrole-1-carboxamide, 3-ethyl-2,5-dihydro-4-methyl-N-2-4-(trans-4-methylcyclohexyl)aminocarbonylaminosulfonylphenylethyl-2-oxo-",3899,Leflunomide,CYP2C9,P11712,inhibition,Moderate
