drug_A,drug_B,enzymes,mechanism,severity,in_trial,trial_AEs,in_trueDDI
Imatinib,Isosorbide Mononitrate,CYP3A4,CYP inhibition,Unknown,No,0,No
3-(1-Methylpyrrolidin-2-yl)pyridine,Gefitinib,"CYP1A1, CYP2C9","CYP induction, CYP inhibition",Unknown,No,0,No
Loratadine,Erlotinib,"ABCB1 (P-gp), CYP2C8, CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Risperidone,Gefitinib,"ABCB1 (P-gp), CYP2D6","CYP inhibition, transporter inhibition",Unknown,No,0,No
Phenytoin,Mitoxantrone,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,Yes
Indomethacin,Tamoxifen,"ABCB1 (P-gp), CYP2C9","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Mirtazapine,Capecitabine,CYP2C9,CYP inhibition,Unknown,No,0,No
Celecoxib,Erlotinib,CYP2D6,CYP inhibition,Unknown,No,0,No
Lidocaine,Exemestane,CYP3A4,CYP inhibition,Unknown,No,0,No
Oxazepam,Vincristine,CYP3A4,CYP inhibition,Unknown,No,0,No
Bupropion,Bortezomib,CYP1A2,CYP inhibition,Unknown,No,0,No
Oxybutynin,Imatinib,CYP3A4,CYP inhibition,Unknown,No,0,No
Temazepam,Capecitabine,CYP2C9,CYP inhibition,Unknown,No,0,No
Leflunomide,Propofol,CYP1A2,CYP inhibition,Unknown,No,0,No
Doxepin,Leflunomide,CYP2C9,CYP inhibition,Unknown,No,0,No
Ketoprofen,Tamoxifen,CYP2C9,CYP inhibition,Unknown,No,0,No
5-Fluorouracil,Haloperidol,CYP2C9,CYP inhibition,Unknown,No,0,No
Etodolac,Bortezomib,CYP2C9,CYP inhibition,Unknown,No,0,No
Clotrimazole,Cyclophosphamide,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Anastrozole,Fenofibrate,CYP2C9,CYP inhibition,Unknown,No,0,No
Tamoxifen,Vincristine,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Letrozole,Imatinib,CYP3A4,CYP inhibition,Unknown,No,0,No
Mitoxantrone,Oxcarbazepine,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Celecoxib,Thiothixene (USAN:USP),CYP2D6,CYP inhibition,Unknown,No,0,No
Felodipine,5-Fluorouracil,CYP2C9,CYP inhibition,Unknown,No,0,No
Temozolomide,Tadalafil,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Cyclophosphamide,Desloratadine,"ABCB1 (P-gp), CYP2C9","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Indapamide,Imatinib,CYP3A4,CYP inhibition,Unknown,No,0,No
Mirtazapine,Gefitinib,"CYP2C9, CYP2D6","CYP induction, CYP inhibition",Unknown,No,0,No
Irbesartan,Tamoxifen,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Losartan,Arsenic Trioxide,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter inhibition",Unknown,No,0,No
Rivastigmine,Erlotinib,CYP3A4,CYP inhibition,Unknown,No,0,No
Pioglitazone,Erlotinib,"CYP2C8, CYP3A4","CYP induction, CYP inhibition",Unknown,No,0,No
Itrizole,Arsenic Trioxide,"ABCB1 (P-gp), CYP1A1, CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Cyclobenzaprine,Sorafenib,CYP1A2,CYP inhibition,Unknown,No,0,No
Donepezil,5-Fluorouracil,CYP2C9,CYP inhibition,Unknown,No,0,No
Vincristine,Arsenic Trioxide,"ABCB1 (P-gp), ABCC2 (MRP2), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
5-Fluorouracil,Fluoxetine,CYP1A2,CYP inhibition,Unknown,No,0,No
Clopidogrel,Mitoxantrone,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Methylphenidate,Gefitinib,CYP2D6,CYP inhibition,Unknown,No,0,No
Losartan,Capecitabine,CYP2C9,CYP inhibition,Unknown,No,0,No
Arthrotec,Thalidomide,CYP2C19,CYP inhibition,Unknown,No,0,No
Lidocaine,Letrozole,CYP2A6,CYP inhibition,Unknown,No,0,No
Hydroxyurea,Nifedipine,CYP2D6,CYP inhibition,Unknown,No,0,No
Paroxetine,Erlotinib,"ABCB1 (P-gp), CYP2C8","CYP inhibition, transporter inhibition",Unknown,No,0,No
Felodipine,Gefitinib,"ABCB1 (P-gp), CYP2C9","CYP inhibition, transporter inhibition",Unknown,No,0,No
Mitoxantrone,Pioglitazone,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Mitoxantrone,Bortezomib,CYP3A4,CYP inhibition,Unknown,No,0,No
Modafinil,Thalidomide,"CYP2C19, CYP3A5","CYP induction, CYP inhibition",Unknown,No,0,No
Diazepam,Arsenic Trioxide,CYP3A4,CYP inhibition,Unknown,No,0,No
Cyclophosphamide,Rac-Efavirenz,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,Yes
Felodipine,Temozolomide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Anastrozole,Zopiclone,CYP3A4,CYP inhibition,Unknown,No,0,No
Vincristine,Ezetimibe,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Verapamil,Fulvestrant,CYP3A4,CYP inhibition,Unknown,No,0,No
Tamoxifen,Valdecoxib,"CYP2C9, CYP3A4","CYP induction, CYP inhibition",Unknown,No,0,No
Tamoxifen,Ezetimibe,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Letrozole,Oxybutynin,CYP3A4,CYP inhibition,Unknown,No,0,No
Arthrotec,Erlotinib,"ABCB1 (P-gp), CYP2C8","CYP inhibition, transporter inhibition",Unknown,No,0,No
Clonidine,Hydroxyurea,CYP2D6,CYP inhibition,Unknown,No,0,No
Tolterodine,Capecitabine,CYP2C9,CYP inhibition,Unknown,No,0,No
Celecoxib,Atovaquone,CYP2C9,CYP inhibition,Unknown,No,0,No
Celecoxib,Sorafenib,"ABCC4 (MRP4), CYP3A4","CYP inhibition, transporter inhibition",Unknown,No,0,No
Letrozole,Mitoxantrone,CYP3A4,CYP inhibition,Unknown,No,0,No
Valproic Acid,Imatinib,CYP3A4,CYP inhibition,Unknown,No,0,No
Alprazolam,Vincristine,CYP3A4,CYP inhibition,Unknown,No,0,No
Pilocarpine,Tamoxifen,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Hydroxyzine,Gefitinib,CYP2D6,CYP inhibition,Unknown,No,0,No
Letrozole,Risperidone,CYP3A4,CYP inhibition,Unknown,No,0,No
Loperamide,Mitoxantrone,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Bicalutamide,Lansoprazole,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Rofecoxib,Bortezomib,"CYP1A2, CYP3A4","CYP induction, CYP inhibition",Unknown,No,0,No
Vincristine,Isosorbide Mononitrate,CYP3A4,CYP inhibition,Unknown,No,0,No
Rofecoxib,Imatinib,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Ifosfamide,Metronidazole,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Enalapril,Sorafenib,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter inhibition",Unknown,No,0,No
Loperamide,Erlotinib,"ABCB1 (P-gp), CYP2C8","CYP inhibition, transporter inhibition",Unknown,No,0,No
Glibenclamide,Temozolomide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Bupropion,Gefitinib,CYP2C9,CYP inhibition,Unknown,No,0,No
Doxazosin,Imatinib,"ABCB1 (P-gp), CYP2D6","CYP inhibition, transporter inhibition",Unknown,No,0,No
Rofecoxib,Vincristine,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Mitoxantrone,Temazepam,CYP3A4,CYP inhibition,Unknown,No,0,No
Pantoprazole,Vinblastine,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Clomipramine,Cyclophosphamide,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Alprazolam,Sorafenib,CYP3A4,CYP inhibition,Unknown,No,0,No
Metronidazole,Thiotepa,CYP3A4,CYP inhibition,Unknown,No,0,No
Hydroxyurea,Promethazine,CYP2D6,CYP inhibition,Unknown,No,0,No
Carvedilol,Gefitinib,"ABCB1 (P-gp), CYP2C9","CYP inhibition, transporter inhibition",Unknown,No,0,No
Hydroxyzine,Imatinib,CYP2D6,CYP inhibition,Unknown,No,0,No
Loratadine,Capecitabine,CYP2C9,CYP inhibition,Unknown,No,0,No
Erythromycin,5-Fluorouracil,"CYP1A2, SLC22A7","CYP inhibition, transporter inhibition",Unknown,No,0,No
Theophylline,Leflunomide,CYP2C9,CYP inhibition,Unknown,No,0,No
Rac-Efavirenz,5-Fluorouracil,CYP2C9,CYP inhibition,Unknown,No,0,Yes
Valdecoxib,Gefitinib,CYP2C9,CYP inhibition,Unknown,No,0,No
Carbamazepine,Mitoxantrone,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Cimetidine,Leflunomide,CYP2C9,CYP inhibition,Unknown,No,0,No
Propranolol,Gefitinib,"ABCB1 (P-gp), CYP2C19","CYP inhibition, transporter inhibition",Unknown,No,0,No
Irbesartan,Mitoxantrone,CYP3A4,CYP inhibition,Unknown,No,0,No
Clomipramine,Vincristine,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Lovastatin,Capecitabine,CYP2C9,"CYP induction, CYP inhibition",Unknown,No,0,No
Valproic Acid,Dasatinib,CYP1A2,CYP inhibition,Unknown,No,0,No
Verapamil,Temozolomide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Fenofibrate,Capecitabine,CYP2C9,CYP inhibition,Unknown,No,0,No
Timolol,Bortezomib,CYP2C19,CYP inhibition,Unknown,No,0,No
Letrozole,Metronidazole,CYP3A4,CYP inhibition,Unknown,No,0,No
Nortriptyline,Gefitinib,CYP2C9,CYP inhibition,Unknown,No,0,No
Busulfan,Lansoprazole,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
5-Fluorouracil,Glimepiride,CYP2C9,CYP inhibition,Unknown,No,0,No
Hydroxyurea,Methylphenidate,CYP2D6,CYP inhibition,Unknown,No,0,No
Valproic Acid,Erlotinib,CYP2C8,CYP inhibition,Unknown,No,0,No
Arthrotec,Capecitabine,CYP2C9,CYP inhibition,Unknown,No,0,No
Raloxifene,Gefitinib,CYP3A4,CYP inhibition,Unknown,No,0,No
Lovastatin,Gefitinib,"ABCB1 (P-gp), CYP2C9","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Valproic Acid,5-Fluorouracil,"CYP2A6, CYP2C9","CYP induction, CYP inhibition",Unknown,No,0,No
Cyclophosphamide,Ritonavir,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,Yes
Acetaminophen,Flutamide,"CYP1A2, CYP3A4","CYP induction, CYP inhibition",Unknown,No,0,No
Ketotifen,Methotrexate,PGD,CYP inhibition,Unknown,No,0,No
Clopidogrel,Ifosfamide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Methylphenidate,Imatinib,CYP2D6,CYP inhibition,Unknown,No,0,No
Indomethacin,Gefitinib,"ABCB1 (P-gp), CYP2C9","CYP inhibition, transporter inhibition",Unknown,No,0,No
Pyrazinamide,Cyclophosphamide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Fluconazole,Fulvestrant,CYP3A4,CYP inhibition,Unknown,No,0,No
Cyclophosphamide,Isradipine,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Bortezomib,Valdecoxib,CYP2C9,CYP inhibition,Unknown,No,0,No
Tramadol,Exemestane,CYP3A4,CYP inhibition,Unknown,No,0,No
Metronidazole,Fulvestrant,CYP3A4,CYP inhibition,Unknown,No,0,No
Vincristine,Palonosetron,CYP3A4,CYP inhibition,Unknown,No,0,No
Pioglitazone,Gefitinib,"CYP2C9, CYP3A4","CYP induction, CYP inhibition",Unknown,No,0,No
Chlorpheniramine,Cyclophosphamide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
1-(2-Methyl-3-sulfanylpropanoyl)proline,Imatinib,"ABCB1 (P-gp), CYP2D6","CYP inhibition, transporter inhibition",Unknown,No,0,No
Diazepam,Erlotinib,CYP2C8,CYP inhibition,Unknown,No,0,No
Cyclophosphamide,Zopiclone,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Propranolol,Arsenic Trioxide,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter inhibition",Unknown,No,0,Yes
Acebutolol,Hydroxyurea,CYP2D6,CYP inhibition,Unknown,No,0,No
Anastrozole,Mirtazapine,CYP3A4,CYP inhibition,Unknown,No,0,No
Tamoxifen,Thiotepa,"CYP2B6, CYP3A4","CYP induction, CYP inhibition",Unknown,No,0,No
Mitoxantrone,Tramadol,CYP3A4,CYP inhibition,Unknown,No,0,No
Tamoxifen,CID 152945,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Vincristine,CID 152945,CYP3A4,CYP inhibition,Unknown,No,0,No
Mitoxantrone,CID 152945,CYP3A4,CYP inhibition,Unknown,No,0,No
Cyclophosphamide,Methylphenidate,CYP2D6,CYP inhibition,Unknown,No,0,No
Donepezil,Mitoxantrone,CYP3A4,CYP inhibition,Unknown,No,0,No
Losartan,Mitoxantrone,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Raloxifene,Dasatinib,CYP3A4,CYP inhibition,Unknown,No,0,No
Donepezil,Leflunomide,CYP2C9,CYP inhibition,Unknown,No,0,No
Hydroxyurea,Ropinirole,CYP2D6,CYP inhibition,Unknown,No,0,No
Imipramine,Mitoxantrone,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Doxazosin,Tamoxifen,"ABCB1 (P-gp), CYP2D6","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Buspirone,Cyclophosphamide,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Buspirone,Vincristine,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Meperidine,Mitoxantrone,CYP3A4,CYP inhibition,Unknown,No,0,No
Arsenic Trioxide,Ezetimibe,"ABCC2 (MRP2), CYP3A4","CYP inhibition, transporter induction",Unknown,No,0,No
Buspirone,Mitoxantrone,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Celecoxib,Tolcapone,CYP2C9,CYP inhibition,Unknown,No,0,No
Tamoxifen,Timolol,"ABCB1 (P-gp), CYP2D6","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Methylphenidate,Sorafenib,CYP2D6,CYP inhibition,Unknown,No,0,No
Celecoxib,Arsenic Trioxide,CYP3A4,CYP inhibition,Unknown,No,0,No
Phenytoin,Ifosfamide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,Yes
Mirtazapine,Temozolomide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Lovastatin,Temozolomide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Meperidine,Vincristine,CYP3A4,CYP inhibition,Unknown,No,0,No
Nifedipine,Temozolomide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Acebutolol,Bicalutamide,CYP2D6,CYP inhibition,Unknown,No,0,No
Cyclophosphamide,Risperidone,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Phentermine,Sorafenib,"CYP1A2, CYP2C9","CYP induction, CYP inhibition",Unknown,No,0,No
Fentanyl,Vinblastine,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Phenytoin,Anastrozole,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Lidocaine,Vincristine,"ABCB1 (P-gp), CYP3A4","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Gefitinib,Methimazole,CYP3A4,CYP inhibition,Unknown,No,0,No
Temozolomide,Tramadol,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Oxybutynin,Sorafenib,CYP3A4,CYP inhibition,Unknown,No,0,No
Cyclophosphamide,Felodipine,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Nisoldipine,Tamoxifen,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Indomethacin,Sorafenib,"ABCB1 (P-gp), CYP2C9","CYP inhibition, transporter inhibition",Unknown,No,0,No
Mexiletine,Bortezomib,CYP1A2,CYP inhibition,Unknown,No,0,No
Doxazosin,Hydroxyurea,CYP2D6,CYP inhibition,Unknown,No,0,No
Carbamazepine,Ifosfamide,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Hydroxyurea,Itrizole,CYP2D6,CYP inhibition,Unknown,No,0,No
Isradipine,Vincristine,CYP3A4,CYP inhibition,Unknown,No,0,No
Chloroquine,Cyclophosphamide,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
Chlorpheniramine,Vincristine,CYP3A4,CYP inhibition,Unknown,No,0,No
Ketoprofen,Sorafenib,"ABCC4 (MRP4), CYP2C9","CYP inhibition, transporter inhibition",Unknown,No,0,No
Cyclophosphamide,Nisoldipine,"ABCB1 (P-gp), CYP3A4","CYP induction, CYP inhibition, transporter inhibition",Unknown,No,0,No
1-(2-Methyl-3-sulfanylpropanoyl)proline,Gefitinib,"ABCB1 (P-gp), CYP2D6","CYP inhibition, transporter inhibition",Unknown,No,0,No
Metronidazole,Exemestane,CYP3A4,CYP inhibition,Unknown,No,0,No
Nifedipine,Arsenic Trioxide,"ABCB1 (P-gp), ABCC2 (MRP2), CYP3A4","CYP induction, CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Acebutolol,Gefitinib,"ABCB1 (P-gp), CYP2D6","CYP inhibition, transporter inhibition",Unknown,No,0,No
Tamoxifen,Zopiclone,CYP3A4,"CYP induction, CYP inhibition",Unknown,No,0,No
Acebutolol,Tamoxifen,"ABCB1 (P-gp), CYP2D6","CYP inhibition, transporter induction, transporter inhibition",Unknown,No,0,No
Verapamil,Flutamide,CYP1A2,CYP inhibition,Unknown,No,0,No
Bupropion,Bicalutamide,CYP3A4,CYP inhibition,Unknown,No,0,No
Pantoprazole,Temozolomide,CYP3A4,CYP induction,Unknown,No,0,No
Ondansetron,Temozolomide,CYP3A4,CYP induction,Unknown,No,0,No
Citalopram,Temozolomide,CYP3A4,CYP induction,Unknown,No,0,No
Aspirin,Flutamide,CYP2C19,CYP induction,Unknown,No,0,No
Clonazepam,Temozolomide,CYP3A4,CYP induction,Unknown,No,0,No
Letrozole,Rofecoxib,CYP3A4,CYP induction,Unknown,No,0,No
Loperamide,Temozolomide,CYP3A4,CYP induction,Unknown,No,0,No
Prochlorperazine,Temozolomide,CYP3A4,CYP induction,Unknown,No,0,No
Prilosec,Temozolomide,CYP3A4,CYP induction,Unknown,No,0,No
Celecoxib,Oxcarbazepine,CYP3A4,CYP induction,Unknown,No,0,No
Bumetanide,Thalidomide,PTGS2,CYP induction,Unknown,No,0,No
Carvedilol,Carboplatin,XDH,CYP induction,Unknown,No,0,No
Carmustine,Pantoprazole,CYP1A2,CYP induction,Unknown,No,0,No
Cyclobenzaprine,Temozolomide,CYP3A4,CYP induction,Unknown,No,0,No
Oxybutynin,Thalidomide,CYP3A5,CYP induction,Unknown,No,0,No
Temozolomide,Zonisamide,CYP3A4,CYP induction,Unknown,No,0,No
Carbamazepine,Temozolomide,CYP3A4,CYP induction,Unknown,No,0,No
Carbamazepine,Celecoxib,CYP3A4,CYP induction,Unknown,No,0,No
Rofecoxib,Fulvestrant,CYP3A4,CYP induction,Unknown,No,0,No
Bupropion,Temozolomide,CYP3A4,CYP induction,Unknown,No,0,No
Carvedilol,Temozolomide,CYP3A4,CYP induction,Unknown,No,0,No
Temozolomide,Zolpidem,CYP3A4,CYP induction,Unknown,No,0,No
Aspirin,Cyclophosphamide,"ABCB1 (P-gp), CYP2C9","CYP induction, transporter inhibition",Unknown,No,0,No
Temazepam,Temozolomide,CYP3A4,CYP induction,Unknown,No,0,No
Pantoprazole,Exemestane,CYP3A4,CYP induction,Unknown,No,0,No
Phenytoin,Temozolomide,CYP3A4,CYP induction,Unknown,No,0,Yes
Letrozole,Pantoprazole,CYP3A4,CYP induction,Unknown,No,0,No
Busulfan,Pantoprazole,CYP3A4,CYP induction,Unknown,No,0,No
Enalapril,Temozolomide,CYP3A4,CYP induction,Unknown,No,0,No
Pantoprazole,Fulvestrant,CYP3A4,CYP induction,Unknown,No,0,No
(3H)granisetron,Temozolomide,CYP3A4,CYP induction,Unknown,No,0,No
Fenofibrate,Temozolomide,CYP3A4,CYP induction,Unknown,No,0,No
Minoxidil,Bortezomib,PTGS1,CYP induction,Unknown,No,0,No
Letrozole,Pioglitazone,CYP3A4,CYP induction,Unknown,No,0,No
Celecoxib,Primidone,CYP3A4,CYP induction,Unknown,No,0,No
Salmeterol,Thalidomide,CYP3A5,CYP induction,Unknown,No,0,No
Indapamide,Temozolomide,CYP3A4,CYP induction,Unknown,No,0,No
Pioglitazone,Exemestane,CYP3A4,CYP induction,Unknown,No,0,No
Carbamazepine,Letrozole,CYP3A4,CYP induction,Unknown,No,0,No
Bumetanide,Lenalidomide,PTGS2,CYP induction,Unknown,No,0,No
Arthrotec,Temozolomide,CYP3A4,CYP induction,Unknown,No,0,No
Pioglitazone,Temozolomide,CYP3A4,CYP induction,Unknown,No,0,No
Temozolomide,Oxcarbazepine,CYP3A4,CYP induction,Unknown,No,0,No
Quetiapine,Temozolomide,CYP3A4,CYP induction,Unknown,No,0,No
Temozolomide,Tolterodine,CYP3A4,CYP induction,Unknown,No,0,No
Bisoprolol,Temozolomide,CYP3A4,CYP induction,Unknown,No,0,No
Carbamazepine,Fulvestrant,CYP3A4,CYP induction,Unknown,No,0,No
Temozolomide,Trimethoprim,CYP3A4,CYP induction,Unknown,No,0,No
Celecoxib,Pyridostigmine,CYP3A4,CYP induction,Unknown,No,0,No
Rofecoxib,Exemestane,CYP3A4,CYP induction,Unknown,No,0,No
Salmeterol,Temozolomide,CYP3A4,CYP induction,Unknown,No,0,No
3-(1-Methylpyrrolidin-2-yl)pyridine,Temozolomide,CYP3A4,CYP induction,Unknown,No,0,No
Thalidomide,CID 152945,CYP3A5,CYP induction,Unknown,No,0,No
Donepezil,Temozolomide,CYP3A4,CYP induction,Unknown,No,0,No
Anzemet,Temozolomide,CYP3A4,CYP induction,Unknown,No,0,No
Carmustine,Lansoprazole,CYP1A2,CYP induction,Unknown,No,0,No
Oxazepam,Temozolomide,CYP3A4,CYP induction,Unknown,No,0,No
Rofecoxib,Temozolomide,CYP3A4,CYP induction,Unknown,No,0,No
Furosemide,6-Mercaptopurine,SLCO1B3? (OATP),transporter inhibition,Unknown,No,0,No
Methotrexate,Nifedipine,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Methotrexate,Ezetimibe,ABCC2 (MRP2),transporter inhibition,Unknown,No,0,No
Amitriptyline,Methotrexate,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Metoprolol,Vincristine,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Lidocaine,Lenalidomide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Fluconazole,Lenalidomide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Verapamil,Methotrexate,"ABCB1 (P-gp), ABCC2 (MRP2)","transporter induction, transporter inhibition",Unknown,No,0,No
Terazosin,Vincristine,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Fentanyl,Lenalidomide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Verapamil,Lenalidomide,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Lidocaine,Methotrexate,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Enalapril,5-Fluorouracil,SLC22A7,transporter inhibition,Unknown,No,0,No
Enalapril,Gefitinib,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Methotrexate,Metoprolol,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Pantoprazole,Lenalidomide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Vincristine,Levetiracetam,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Felodipine,Methotrexate,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Bumetanide,Methotrexate,SLCO1B1 (OATP1B1),transporter inhibition,Unknown,No,0,No
Loratadine,Methotrexate,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Carbamazepine,Lenalidomide,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Glibenclamide,Carboplatin,ABCC2 (MRP2),transporter inhibition,Unknown,No,0,No
Metformin,Imatinib,SLC22A2,transporter inhibition,Unknown,No,0,No
Fexofenadine,Methotrexate,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Carvedilol,Lenalidomide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Cimetidine,Methotrexate,"ABCB1 (P-gp), SLCO1B1 (OATP1B1)","transporter induction, transporter inhibition",Unknown,No,0,No
Ciprofloxacin,Lenalidomide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Lansoprazole,Lenalidomide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Doxepin,Methotrexate,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Methotrexate,Arsenic Trioxide,ABCC2 (MRP2),"transporter induction, transporter inhibition",Unknown,No,0,No
Methotrexate,Promethazine,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Methotrexate,Sumatriptan,"ABCB1 (P-gp), SLCO1A2 (OATP1A2)","transporter induction, transporter inhibition",Unknown,No,0,No
Methotrexate,Telmisartan,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Paroxetine,Vincristine,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Fexofenadine,Mitoxantrone,ABCB1 (P-gp),"transporter induction, transporter inhibition",Unknown,No,0,No
Leflunomide,Telmisartan,ABCG2 (BCRP),transporter inhibition,Unknown,No,0,No
Venlafaxine,Lenalidomide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Doxepin,Lenalidomide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Glibenclamide,Lenalidomide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Methotrexate,Paroxetine,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
Fexofenadine,Lenalidomide,ABCB1 (P-gp),transporter inhibition,Unknown,No,0,No
